country,spname,year,source,Introduction_code,iso3c,Reference,
United States of America,Phytophthora ramorum,2008,Phytothreats global occurrence database,NA,USA,SODmap: https://nature.berkeley.edu/garbelottowp/?page_id=560,
United States of America,Phytophthora ramorum,2008,Phytothreats global occurrence database,NA,USA,SODmap: https://nature.berkeley.edu/garbelottowp/?page_id=1048,
United States of America,Phytophthora nicotianae,1952,CAB Abstracts,NA,USA,"POWERS, H. R., JUN. ; LUCAS, G. B. 1952 Variation within Phytophthora parasitica var. nicotianae. Plant Disease Reporter 36 335-36",
United States of America,Phytophthora cinnamomi,1991,EPPO GD,"Present, no details",USA,"* McConell ME, Balci Y (2014) Phytophthora cinnamomi as a contributor to white oak decline in mid-Atlantic United States forests. Plant Disease 98(3), 319-327.
------- On Quercus alba.
* Nouri MT, Holland LA, Yaghmour MA, Doll DA, Browne T, Trouillas FP (2018) First report of Phytophthora cinnamomi causing trunk canker of almond in California. Plant Disease 102(1), 253-254.
* From NAPPO
------- Present, widespread",
United States of America,Phytophthora ramorum,2008,Phytothreats global occurrence database,NA,USA,SODmap: https://nature.berkeley.edu/garbelottowp/?page_id=1052,
United States of America,Phytophthora ramorum,2008,Phytothreats global occurrence database,NA,USA,SODmap: https://nature.berkeley.edu/garbelottowp/?page_id=1295,
United States of America,Phytophthora ramorum,2008,Phytothreats global occurrence database,NA,USA,SODmap: https://nature.berkeley.edu/garbelottowp/?page_id=931,
United States of America,Phytophthora capsici,NA,NCBI Biosample,NA,USA,Cornell UniversityMarynCarlson: https://www.ncbi.nlm.nih.gov/biosample/6478293,
United States of America,Phytophthora ramorum,2004,CAB Abstracts,NA,USA,"Parke, J. L.; Linderman, R. G.; Osterbauer, N. K.; Griesbach, J. A. 2004 Detection of Phytophthora ramorum blight in Oregon nurseries and completion of Koch's postulates on Pieris, Rhododendron, Viburnum, and Camellia. Plant Disease 88 87",
United States of America,Phytophthora cinnamomi,1991,EPPO GD,"Present, no details",USA,"* McConell ME, Balci Y (2014) Phytophthora cinnamomi as a contributor to white oak decline in mid-Atlantic United States forests. Plant Disease 98(3), 319-327.
------- On Quercus alba.
* Nouri MT, Holland LA, Yaghmour MA, Doll DA, Browne T, Trouillas FP (2018) First report of Phytophthora cinnamomi causing trunk canker of almond in California. Plant Disease 102(1), 253-254.
* From NAPPO
------- Present, widespread",
United States of America,Phytophthora ramorum,2002,CAB Abstracts,NA,USA,"Garbelotto, M.; Rizzo, D. M.; Marais, L. 2002 Phytophthora ramorum and sudden oak death in California: IV. Preliminary studies on chemical control. General Technical Report - Pacific Southwest Research Station, USDA Forest Service NA 811-818",
United States of America,Phytophthora ramorum,2008,NCBI Biosample,NA,USA,USDA ARSTakaoKasuga: https://www.ncbi.nlm.nih.gov/biosample/3893684,
United States of America,Phytophthora capsici,NA,NCBI Biosample,NA,USA,Cornell UniversityMarynCarlson: https://www.ncbi.nlm.nih.gov/biosample/6478168,
United States of America,Phytophthora cinnamomi,1991,EPPO GD,"Present, no details",USA,"* McConell ME, Balci Y (2014) Phytophthora cinnamomi as a contributor to white oak decline in mid-Atlantic United States forests. Plant Disease 98(3), 319-327.
------- On Quercus alba.
* Nouri MT, Holland LA, Yaghmour MA, Doll DA, Browne T, Trouillas FP (2018) First report of Phytophthora cinnamomi causing trunk canker of almond in California. Plant Disease 102(1), 253-254.
* From NAPPO
------- Present, widespread",
United States of America,Phytophthora nicotianae,1984,CAB Abstracts,NA,USA,"Hoy, M. W.; Ogawa, J. M.; Duniway, J. M. 1984 Effects of irrigation on buckeye rot of tomato fruit caused by Phytophthora parasitica. Phytopathology 74 474-478",
United States of America,Phytophthora capsici,NA,NCBI Biosample,NA,USA,Cornell UniversityMarynCarlson: https://www.ncbi.nlm.nih.gov/biosample/6478165,
United States of America,Phytophthora cinnamomi,1991,EPPO GD,"Present, no details",USA,"* McConell ME, Balci Y (2014) Phytophthora cinnamomi as a contributor to white oak decline in mid-Atlantic United States forests. Plant Disease 98(3), 319-327.
------- On Quercus alba.
* Nouri MT, Holland LA, Yaghmour MA, Doll DA, Browne T, Trouillas FP (2018) First report of Phytophthora cinnamomi causing trunk canker of almond in California. Plant Disease 102(1), 253-254.
* From NAPPO
------- Present, widespread",
United States of America,Phytophthora sojae,1999,CAB Abstracts,NA,USA,"Meng, X. Q.; Shoemaker, R. C.; Yang, X. B. 1999 Analysis of pathogenicity and genetic variation among Phytophthora sojae isolates using RAPD. Mycological Research 103 173-178",
United States of America,Phytophthora capsici,2000,CAB Abstracts,NA,USA,"Lamour, K. H.; Hausbeck, M. K. 2000 Mefenoxam insensitivity and the sexual stage of Phytophthora capsici in Michigan cucurbit fields. Phytopathology 90 396-400",
United States of America,Phytophthora ramorum,2008,Phytothreats global occurrence database,NA,USA,SODmap: https://nature.berkeley.edu/garbelottowp/?page_id=1066,
United States of America,Phytophthora cactorum,1972,CAB Abstracts,NA,USA,"Gates, J. E.; Millikan, D. F. 1972 Seasonal fluctuations in susceptibility of the inner bark tissues of apple to colonization by the collar rot fungus, Phytophthora cactorum. Phytoprotection 53 76-81",
United States of America,Phytophthora palmivora,1978,CAB Abstracts,NA,USA,"Uchida, J. Y.; Aragaki, M. 1978 Leaf and stem blight of ivy caused by Phytophthora palmivora. Plant Disease Reporter 62 699-701",
United States of America,Phytophthora infestans,1962,CAB Abstracts,NA,USA,"KISHI, K.  1962 Studies on the physiological specialization of Phytophthora infestans on Tomatoes. III. On the process of infection and reactions of host tissues. Bull. hort. Res. Stn., Okitsu (formerly Bull. hort. Stn., Tokai-Kinki). 1 142-162 pp.",
United States of America,Phytophthora cinnamomi,1991,EPPO GD,"Present, no details",USA,"* McConell ME, Balci Y (2014) Phytophthora cinnamomi as a contributor to white oak decline in mid-Atlantic United States forests. Plant Disease 98(3), 319-327.
------- On Quercus alba.
* Nouri MT, Holland LA, Yaghmour MA, Doll DA, Browne T, Trouillas FP (2018) First report of Phytophthora cinnamomi causing trunk canker of almond in California. Plant Disease 102(1), 253-254.
* From NAPPO
------- Present, widespread",
United States of America,Phytophthora ramorum,2008,Phytothreats global occurrence database,NA,USA,SODmap: https://nature.berkeley.edu/garbelottowp/?page_id=2892,
United States of America,Phytophthora ramorum,2008,Phytothreats global occurrence database,NA,USA,SODmap: https://nature.berkeley.edu/garbelottowp/?page_id=951,
United States of America,Phytophthora ramorum,2008,Phytothreats global occurrence database,NA,USA,SODmap: https://nature.berkeley.edu/garbelottowp/?page_id=1072,
United States of America,Phytophthora ramorum,2008,Phytothreats global occurrence database,NA,USA,SODmap: https://nature.berkeley.edu/garbelottowp/?page_id=223,
United States of America,Phytophthora capsici,1990,EPPO GD,"Present, no details",USA,EPPO. (2018). EPPO global database. https://gd.eppo.int/,
United States of America,Phytophthora ramorum,2014,CAB Abstracts,NA,USA,"Osterbauer, N. K.; Lane, S.; Trippe, A. 2014 Phytophthora ramorum identified infecting eastern teaberry (Gaultheria procumbens) plants shipped to Oregon. Plant Health Progress NA PHP-BR-13-0109",
United States of America,Phytophthora ramorum,2013,CAB Abstracts,NA,USA,"Tooley, P. W.; Browning, M.; Leighty, R. M. 2013 Inoculum density relationships for infection of some Eastern US forest species by Phytophthora ramorum. Journal of Phytopathology 161 595-603",
United States of America,Phytophthora capsici,NA,NCBI Biosample,NA,USA,Cornell UniversityMarynCarlson: https://www.ncbi.nlm.nih.gov/biosample/6478149,
United States of America,Phytophthora nicotianae,1976,CAB Abstracts,NA,USA,"Munnecke, D. E.; Bricker, J. L. 1976 Phytophthora root rot of Pinus radiata in Christmas tree plantings. Plant Disease Reporter 60 928-932",
United States of America,Phytophthora capsici,NA,NCBI Biosample,NA,USA,Cornell UniversityMarynCarlson: https://www.ncbi.nlm.nih.gov/biosample/6478268,
United States of America,Phytophthora ramorum,2008,Phytothreats global occurrence database,NA,USA,SODmap: https://nature.berkeley.edu/garbelottowp/?page_id=1082,
United States of America,Phytophthora ramorum,2008,Phytothreats global occurrence database,NA,USA,SODmap: https://nature.berkeley.edu/garbelottowp/?page_id=352,
United States of America,Phytophthora capsici,NA,NCBI Biosample,NA,USA,Cornell UniversityMarynCarlson: https://www.ncbi.nlm.nih.gov/biosample/6478265,
United States of America,Phytophthora nicotianae,1973,CAB Abstracts,NA,USA,"Hutchison, D. J.; Grimm, G. R. 1973 Citrus clones resistant to Phytophthora parasitica: 1973 screening results. Proceedings of the Florida State Horticultural Society 86 88-91",
United States of America,Phytophthora cryptogea,2005,EPPO GD,"Present, widespread",USA,"* Anon. (2012) Widely Prevalent Fungi of the United States. University of Georgia, Center for Invasive Species and Ecosystem Health, Georgia, USA. http://www.prevalentfungi.org* Koike, S. T.; Martin, F. N. (2010) Plant Disease 94 (1), 131.* Roberts, P. D.; Urs, R. R.; French-Monar, R. D.; Hoffine, M. S.; Seijo, T. E.; McGovern, R. J. (2005) Annals of Applied Biology 146 (3), 351-359",
United States of America,Phytophthora capsici,NA,NCBI Biosample,NA,USA,Cornell UniversityMarynCarlson: https://www.ncbi.nlm.nih.gov/biosample/6478141,
United States of America,Phytophthora ramorum,2008,NCBI Biosample,NA,USA,USDA ARSTakaoKasuga: https://www.ncbi.nlm.nih.gov/biosample/7611320,
United States of America,Phytophthora capsici,NA,NCBI Biosample,NA,USA,Cornell UniversityMarynCarlson: https://www.ncbi.nlm.nih.gov/biosample/6478138,
United States of America,Phytophthora ramorum,2008,Phytothreats global occurrence database,NA,USA,SODmap: https://nature.berkeley.edu/garbelottowp/?page_id=2789,
United States of America,Phytophthora capsici,NA,NCBI Biosample,NA,USA,Cornell UniversityMarynCarlson: https://www.ncbi.nlm.nih.gov/biosample/6478258,
United States of America,Phytophthora citrophthora,1976,CAB Abstracts,NA,USA,"Ridings, W. H.; Mitchell, D. J.; Schoulties, C. L.; El-Gholl, N. E. 1976 Biological control of milkweed vine in Florida citrus groves with a pathotype of Phytophthora citrophthora. Proceedings of the IV international symposium on biological control of weeds. NA 224-240",
United States of America,Phytophthora ramorum,2008,Phytothreats global occurrence database,NA,USA,SODmap: https://nature.berkeley.edu/garbelottowp/?page_id=2063,
United States of America,Phytophthora nicotianae,1965,CAB Abstracts,NA,USA,"HINE, R. B.; ARAGAKI, M.; TOKUNAGA, J. 1965 Enzymatic inactivation of Phytophthora parasitica by papain. Phytopathology 55 125",
United States of America,Phytophthora cactorum,1942,CAB Abstracts,NA,USA,"Miller, P. A. 1942 Phytophthora crown rot of Loquat. Phytopathology 32 404-9",
United States of America,Phytophthora capsici,NA,NCBI Biosample,NA,USA,Cornell UniversityMarynCarlson: https://www.ncbi.nlm.nih.gov/biosample/6478132,
United States of America,Phytophthora capsici,NA,NCBI Biosample,NA,USA,Cornell UniversityMarynCarlson: https://www.ncbi.nlm.nih.gov/biosample/6478131,
United States of America,Phytophthora medicaginis,1996,CAB Abstracts,NA,USA,"Haan, R. L. de; Sheaffer, C. C.; Samac, D. A. 1996 First report of Phytophthora medicaginis causing Phytophthora root rot on annual Medicago spp. Plant Disease 80 710",
United States of America,Phytophthora ramorum,2008,Phytothreats global occurrence database,NA,USA,SODmap: https://nature.berkeley.edu/garbelottowp/?page_id=2071,
United States of America,Phytophthora ramorum,2006,CAB Abstracts,NA,USA,"Hüberli, D.; Harnik, T.; Meshriy, M.; Miles, L.; Garbelotto, M. 2006 Phenotypic variation among Phytophthora ramorum isolates from California and Oregon. General Technical Report - Pacific Southwest Research Station, USDA Forest Service NA 131-134",
United States of America,Phytophthora capsici,NA,NCBI Biosample,NA,USA,Cornell UniversityMarynCarlson: https://www.ncbi.nlm.nih.gov/biosample/6478249,
United States of America,Phytophthora ramorum,2005,NCBI Biosample,NA,USA,USDA ARSTakaoKasuga: https://www.ncbi.nlm.nih.gov/biosample/7611305,
United States of America,Phytophthora infestans,1970,CAB Abstracts,NA,USA,"WARREN, R. S.; ROUTLEY, D. G. 1970 The use of tissue culture in the study of single gene resistance of tomato to Phytophthora infestans. Journal of the American Society of Horticultural Science 95 266-9",
United States of America,Phytophthora cinnamomi,1983,CAB Abstracts,NA,USA,"Blaker, N. S.; MacDonald, J. D. 1983 Influence of container medium pH on sporangium formation, zoospore release, and infection of rhododendron by Phytophthora cinnamomi. Plant Disease 67 259-263",
United States of America,Phytophthora siskiyouensis,2007,CAB Abstracts,NA,USA,"Reeser, P. W.; Hansen, E. M.; Sutton, W. 2007 Phytophthora siskiyouensis, a new species from soil, water, myrtlewood (Umbellularia californica) and tanoak (Lithocarpus densiflorus) in southwestern Oregon. Mycologia 99 639-643",
United States of America,Phytophthora ramorum,2008,Phytothreats global occurrence database,NA,USA,SODmap: https://nature.berkeley.edu/garbelottowp/?page_id=1466,
United States of America,Phytophthora ramorum,2008,Phytothreats global occurrence database,NA,USA,SODmap: https://nature.berkeley.edu/garbelottowp/?page_id=376,
United States of America,Phytophthora ramorum,2008,Phytothreats global occurrence database,NA,USA,SODmap: https://nature.berkeley.edu/garbelottowp/?page_id=2075,
United States of America,Phytophthora cinnamomi,1991,EPPO GD,"Present, no details",USA,"* McConell ME, Balci Y (2014) Phytophthora cinnamomi as a contributor to white oak decline in mid-Atlantic United States forests. Plant Disease 98(3), 319-327.
------- On Quercus alba.
* Nouri MT, Holland LA, Yaghmour MA, Doll DA, Browne T, Trouillas FP (2018) First report of Phytophthora cinnamomi causing trunk canker of almond in California. Plant Disease 102(1), 253-254.
* From NAPPO
------- Present, widespread",
United States of America,Phytophthora capsici,NA,NCBI Biosample,NA,USA,Cornell UniversityMarynCarlson: https://www.ncbi.nlm.nih.gov/biosample/6478203,
United States of America,Phytophthora capsici,NA,NCBI Biosample,NA,USA,Cornell UniversityMarynCarlson: https://www.ncbi.nlm.nih.gov/biosample/6478240,
United States of America,Phytophthora ramorum,2008,Phytothreats global occurrence database,NA,USA,SODmap: https://nature.berkeley.edu/garbelottowp/?page_id=2932,
United States of America,Phytophthora nicotianae,1952,CAB Abstracts,NA,USA,"NUSBAUM, C. J.  1952 Host-parasite relations of Phytophthora parasitica var. nicotianae in roots of resistant and susceptible Tobacco varieties. Phytopathology 42 286 p",
United States of America,Phytophthora colocasiae,2014,CAB Abstracts,NA,USA,"Lin MeiJu; Chen JinTong; Uchida, J. Y.; Kadooka, C. Y. 2014 Mating type distribution, fungicide sensitivity, and phylogenetic relationships of Phytophthora colocasiae. Plant Protection Bulletin (Taipei) 56 25-42",
United States of America,Phytophthora tropicalis,2010,CAB Abstracts,NA,USA,"Hao, W.; Richardson, P. A.; Hong, C. X. 2010 Foliar blight of annual vinca (Catharanthus roseus) caused by Phytophthora tropicalis in Virginia. Plant Disease 94 274",
United States of America,Phytophthora ramorum,2008,CAB Abstracts,NA,USA,"Meentemeyer, R. K.; Rank, N. E.; Anacker, B. L.; Rizzo, D. M.; Cushman, J. H. 2008 Influence of woodland expansion (1942 to 2000) on the establishment of Phytophthora ramorum. General Technical Report - Pacific Southwest Research Station, USDA Forest Service NA 223-224",
United States of America,Phytophthora ramorum,2008,Phytothreats global occurrence database,NA,USA,SODmap: https://nature.berkeley.edu/garbelottowp/?page_id=2084,
United States of America,Phytophthora ramorum,2008,Phytothreats global occurrence database,NA,USA,SODmap: https://nature.berkeley.edu/garbelottowp/?page_id=2087,
United States of America,Phytophthora ramorum,2008,Phytothreats global occurrence database,NA,USA,SODmap: https://nature.berkeley.edu/garbelottowp/?page_id=2085,
United States of America,Phytophthora capsici,NA,NCBI Biosample,NA,USA,Cornell UniversityMarynCarlson: https://www.ncbi.nlm.nih.gov/biosample/6478069,
United States of America,Phytophthora ramorum,2008,Phytothreats global occurrence database,NA,USA,SODmap: https://nature.berkeley.edu/garbelottowp/?page_id=997,
United States of America,Phytophthora ramorum,2008,Phytothreats global occurrence database,NA,USA,SODmap: https://nature.berkeley.edu/garbelottowp/?page_id=998,
United States of America,Phytophthora ramorum,2008,CAB Abstracts,NA,USA,"Waring, K. M.; O'Hara, K. L. 2008 Redwood/tanoak stand development and response to tanoak mortality caused by Phytophthora ramorum. Forest Ecology and Management 255 2650-2658",
United States of America,Phytophthora fragariae,1976,CAB Abstracts,NA,USA,"Scott, D. H.; Draper, A. D. 1976 Mass screening of young strawberry seedlings for resistance to Phytophthora fragariae. Fruit Varieties Journal 30 25-26",
United States of America,Phytophthora ramorum,2008,Phytothreats global occurrence database,NA,USA,SODmap: https://nature.berkeley.edu/garbelottowp/?page_id=2096,
United States of America,Phytophthora ramorum,2008,Phytothreats global occurrence database,NA,USA,SODmap: https://nature.berkeley.edu/garbelottowp/?page_id=2824,
United States of America,Phytophthora sojae,2006,CAB Abstracts,NA,USA,"Ferro, C. R.; Hill, C. B.; Miles, M. R.; Hartman, G. L. 2006 Evaluation of soybean cultivars with the Rps1k gene for partial resistance or field tolerance to Phytophthora sojae. Crop Science 46 2427-2436",
United States of America,Phytophthora ramorum,2008,Phytothreats global occurrence database,NA,USA,SODmap: https://nature.berkeley.edu/garbelottowp/?page_id=1246,
United States of America,Phytophthora capsici,NA,NCBI Biosample,NA,USA,Cornell UniversityMarynCarlson: https://www.ncbi.nlm.nih.gov/biosample/6478222,
United States of America,Phytophthora capsici,NA,NCBI Biosample,NA,USA,Cornell UniversityMarynCarlson: https://www.ncbi.nlm.nih.gov/biosample/6478225,
United States of America,Phytophthora ramorum,2008,Phytothreats global occurrence database,NA,USA,SODmap: https://nature.berkeley.edu/garbelottowp/?page_id=398,
United States of America,Phytophthora capsici,NA,NCBI Biosample,NA,USA,Cornell UniversityMarynCarlson: https://www.ncbi.nlm.nih.gov/biosample/6478221,
United States of America,Phytophthora capsici,NA,NCBI Biosample,NA,USA,Cornell UniversityMarynCarlson: https://www.ncbi.nlm.nih.gov/biosample/6478219,
United States of America,Phytophthora ramorum,2008,Phytothreats global occurrence database,NA,USA,SODmap: https://nature.berkeley.edu/garbelottowp/?page_id=1010,
United States of America,Phytophthora capsici,NA,NCBI Biosample,NA,USA,Cornell UniversityMarynCarlson: https://www.ncbi.nlm.nih.gov/biosample/6478336,
United States of America,Phytophthora ramorum,2006,CAB Abstracts,NA,USA,"Bulluck, R.; Shiel, P.; Berger, P.; Kaplan, D.; Parra, G.; Li, W. B.; Levy, L.; Keller, J.; Reddy, M.; Sharma, N.; Dennis, M.; Stack, J.; Pierzynski, J.; O'Mara, J.; Webb, C.; Finley, L.; Lamour, K.; McKemy, J.; Palm, M. 2006 A comparative analysis of detection techniques used in US regulatory programs to determine presence of Phytophthora ramorum in Camellia japonica 'Nucio's Gem' in an infested nursery in Southern California. Plant Health Progress NA 01-Dec",
United States of America,Phytophthora ramorum,2008,Phytothreats global occurrence database,NA,USA,SODmap: https://nature.berkeley.edu/garbelottowp/?page_id=2471,
United States of America,Phytophthora sojae,1999,CAB Abstracts,NA,USA,"Workneh, F.; Tylka, G. L.; Yang, X. B.; Faghihi, J.; Ferris, J. M. 1999 Regional assessment of soyabean brown stem rot, Phytophthora sojae, and Heterodera glycines using area-frame sampling: prevalence and effects of tillage. Phytopathology 89 204-211",
United States of America,Phytophthora capsici,NA,NCBI Biosample,NA,USA,Cornell UniversityMarynCarlson: https://www.ncbi.nlm.nih.gov/biosample/6478333,
United States of America,Phytophthora capsici,NA,NCBI Biosample,NA,USA,Cornell UniversityMarynCarlson: https://www.ncbi.nlm.nih.gov/biosample/6478169,
United States of America,Phytophthora capsici,NA,NCBI Biosample,NA,USA,Cornell UniversityMarynCarlson: https://www.ncbi.nlm.nih.gov/biosample/6478332,
United States of America,Phytophthora capsici,NA,NCBI Biosample,NA,USA,Cornell UniversityMarynCarlson: https://www.ncbi.nlm.nih.gov/biosample/6478213,
United States of America,Phytophthora sojae,1994,CAB Abstracts,NA,USA,"Kilen, T. C.; Lambert, L. 1994 Registration of D89-9121 soybean germplasm line resistant to foliar feeding insects, phytophthora rot, and stem canker. Crop Science 34 1427",
United States of America,Phytophthora capsici,NA,NCBI Biosample,NA,USA,Cornell UniversityMarynCarlson: https://www.ncbi.nlm.nih.gov/biosample/6478328,
United States of America,Phytophthora ramorum,2008,Phytothreats global occurrence database,NA,USA,SODmap: https://nature.berkeley.edu/garbelottowp/?page_id=1265,
United States of America,Phytophthora capsici,NA,NCBI Biosample,NA,USA,Cornell UniversityMarynCarlson: https://www.ncbi.nlm.nih.gov/biosample/6478205,
United States of America,Phytophthora ramorum,2006,CAB Abstracts,NA,USA,"Hadj-Chikh, L.; Frangioso, K.; Fischer, K.; Bergemann, S.; Peterson, E. 2006 Patterns of tanoak acorn production in Phytophthora ramorum infested and uninfested stands in Big Sur, California, with insights from girdled tanoaks. General Technical Report - Pacific Southwest Research Station, USDA Forest Service NA 193-194",
United States of America,Phytophthora pluvialis,2013,CAB Abstracts,NA,USA,"Reeser, P.; Sutton, W.; Hansen, E. 2013 Phytophthora pluvialis, a new species from mixed tanoak-Douglas-fir forests of western Oregon, U.S.A. North American Fungi 8 01-Aug",
United States of America,Phytophthora ramorum,2008,Phytothreats global occurrence database,NA,USA,SODmap: https://nature.berkeley.edu/garbelottowp/?page_id=2074,
United States of America,Phytophthora ramorum,2008,Phytothreats global occurrence database,NA,USA,SODmap: https://nature.berkeley.edu/garbelottowp/?page_id=2887,
United States of America,Phytophthora capsici,NA,NCBI Biosample,NA,USA,Cornell UniversityMarynCarlson: https://www.ncbi.nlm.nih.gov/biosample/6478120,
United States of America,Phytophthora ramorum,2008,Phytothreats global occurrence database,NA,USA,SODmap: https://nature.berkeley.edu/garbelottowp/?page_id=1027,
United States of America,Phytophthora ramorum,2008,Phytothreats global occurrence database,NA,USA,SODmap: https://nature.berkeley.edu/garbelottowp/?page_id=1029,
United States of America,Phytophthora ramorum,2008,Phytothreats global occurrence database,NA,USA,SODmap: https://nature.berkeley.edu/garbelottowp/?page_id=1032,
United States of America,Phytophthora nicotianae,2001,CAB Abstracts,NA,USA,"Hagan, A. K.; Akridge, J. R.; Rivas-Davila, M. E. 2001 Impact of application rate, treatment interval, and placement on the control of Phytophthora shoot blight on annual vinca with azoxystrobin. Journal of Environmental Horticulture 19 163-165",
United States of America,Phytophthora cactorum,2005,CAB Abstracts,NA,USA,"Hong, C. X.; Marston, C. D. 2005 Crown rot of Abies balsamea var. phanerolepis caused by Phytophthora cactorum in Virginia. Plant Disease 89 433",
United States of America,Phytophthora ramorum,2008,Phytothreats global occurrence database,NA,USA,SODmap: https://nature.berkeley.edu/garbelottowp/?page_id=305,
United States of America,Phytophthora ramorum,2008,Phytothreats global occurrence database,NA,USA,SODmap: https://nature.berkeley.edu/garbelottowp/?page_id=913,
United States of America,Phytophthora ramorum,2006,CAB Abstracts,NA,USA,"Hansen, E. M.; Kanaskie, A.; Goheen, E. M.; Osterbauer, N.; Sutton, W. 2006 Epidemiology of Phytophthora ramorum in Oregon. General Technical Report - Pacific Southwest Research Station, USDA Forest Service NA 27-30",
United States of America,Phytophthora capsici,NA,NCBI Biosample,NA,USA,Cornell UniversityMarynCarlson: https://www.ncbi.nlm.nih.gov/biosample/6478192,
United States of America,Phytophthora ramorum,2008,Phytothreats global occurrence database,NA,USA,SODmap: https://nature.berkeley.edu/garbelottowp/?page_id=1038,
United States of America,Phytophthora cinnamomi,1978,CAB Abstracts,NA,USA,"Hwang, S. C.; Ko, W. H. 1978 Quantitative studies of Phytophthora cinnamomi in decline and healthy ohia forests. Transactions of the British Mycological Society 70 312-315",
United States of America,Phytophthora capsici,NA,NCBI Biosample,NA,USA,Cornell UniversityMarynCarlson: https://www.ncbi.nlm.nih.gov/biosample/6478309,
United States of America,Phytophthora ramorum,2008,Phytothreats global occurrence database,NA,USA,SODmap: https://nature.berkeley.edu/garbelottowp/?page_id=1040,
United States of America,Phytophthora capsici,NA,NCBI Biosample,NA,USA,Cornell UniversityMarynCarlson: https://www.ncbi.nlm.nih.gov/biosample/6478186,
United States of America,Phytophthora ramorum,2004,CAB Abstracts,NA,USA,"Hayden, K. J.; Rizzo, D.; Tse, J.; Garbelotto, M. 2004 Detection and quantification of Phytophthora ramorum from California forests using a real-time polymerase chain reaction assay. Phytopathology 94 1075-1083",
United States of America,Phytophthora ramorum,2008,Phytothreats global occurrence database,NA,USA,SODmap: https://nature.berkeley.edu/garbelottowp/?page_id=1043,
United States of America,Phytophthora ramorum,2003,CAB Abstracts,NA,USA,"Hansen, E. M.; Reeser, P. W.; Sutton, W.; Winton, L. M.; Osterbauer, N. 2003 First report of A1 mating type of Phytophthora ramorum in North America. Plant Disease 87 1267",
United States of America,Phytophthora ramorum,2008,Phytothreats global occurrence database,NA,USA,SODmap: https://nature.berkeley.edu/garbelottowp/?page_id=1410,
United States of America,Phytophthora cinnamomi,1991,EPPO GD,"Present, no details",USA,"* McConell ME, Balci Y (2014) Phytophthora cinnamomi as a contributor to white oak decline in mid-Atlantic United States forests. Plant Disease 98(3), 319-327.
------- On Quercus alba.
* Nouri MT, Holland LA, Yaghmour MA, Doll DA, Browne T, Trouillas FP (2018) First report of Phytophthora cinnamomi causing trunk canker of almond in California. Plant Disease 102(1), 253-254.
* From NAPPO
------- Present, widespread",
United States of America,Phytophthora ramorum,2013,NCBI Biosample,NA,USA,USDA ARSTakaoKasuga: https://www.ncbi.nlm.nih.gov/biosample/3893692,
United States of America,Phytophthora ramorum,2008,Phytothreats global occurrence database,NA,USA,SODmap: https://nature.berkeley.edu/garbelottowp/?page_id=1414,
United States of America,Phytophthora ramorum,2008,Phytothreats global occurrence database,NA,USA,SODmap: https://nature.berkeley.edu/garbelottowp/?page_id=1049,
United States of America,Phytophthora capsici,NA,NCBI Biosample,NA,USA,Cornell UniversityMarynCarlson: https://www.ncbi.nlm.nih.gov/biosample/6478174,
United States of America,Phytophthora ramorum,2008,Phytothreats global occurrence database,NA,USA,SODmap: https://nature.berkeley.edu/garbelottowp/?page_id=324,
United States of America,Phytophthora capsici,NA,NCBI Biosample,NA,USA,Cornell UniversityMarynCarlson: https://www.ncbi.nlm.nih.gov/biosample/6478173,
United States of America,Phytophthora cinnamomi,1977,CAB Abstracts,NA,USA,"Zentmyer, G. A.; Ribeiro, O. K. 1977 The effect of visible and near-visible radiation on sporangium production by Phytophthora cinnamomi. Phytopathology 67 91-95",
United States of America,Phytophthora ramorum,2008,Phytothreats global occurrence database,NA,USA,SODmap: https://nature.berkeley.edu/garbelottowp/?page_id=1420,
United States of America,Phytophthora drechsleri,1991,EPPO GD,"Present, no details",USA,EPPO. (2018). EPPO global database. https://gd.eppo.int/,
United States of America,Phytophthora ramorum,2006,CAB Abstracts,NA,USA,"Fichtner, E. J.; Lynch, S. C.; Rizzo, D. M. 2006 Summer survival of Phytophthora ramorum in forest soils. General Technical Report - Pacific Southwest Research Station, USDA Forest Service NA 165-166",
United States of America,Phytophthora ramorum,2011,CAB Abstracts,NA,USA,"Reeser, P.; Sutton, W.; Hansen, E. 2011 Phytophthora species in tanoak trees, canopy-drip, soil, and streams in the sudden oak death epidemic area of south-western Oregon, USA. New Zealand Journal of Forestry Science 41 S65-S73",
United States of America,Phytophthora cactorum,1975,CAB Abstracts,NA,USA,"Aldwinckle, H. S.; Polach, F. J.; Molin, W. T.; Pearson, R. C. 1975 Pathogenicity of Phytophthora cactorum isolates from New York apple trees and other sources. Phytopathology 65 989-994",
United States of America,Phytophthora ramorum,2002,CAB Abstracts,NA,USA,"Maloney, P. E.; Rizzo, D. M.; Koike, S. T.; Harnik, T. Y.; Garbelotto, M. 2002 First report of Phytophthora ramorum on coast redwood in California. Plant Disease 86 1274",
United States of America,Phytophthora ramorum,2002,CAB Abstracts,NA,USA,"Davidson, J. M.; Garbelotto, M.; Koike, S. T.; Rizzo, D. M. 2002 First report of Phytophthora ramorum on Douglas-fir in California. Plant Disease 86 1274",
United States of America,Phytophthora ramorum,2008,Phytothreats global occurrence database,NA,USA,SODmap: https://nature.berkeley.edu/garbelottowp/?page_id=698,
